Drink Name,Ingredient Name,Quantity Used,Unit Type,Unit Cost,Cost Per Item
Coconut Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Coconut Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Coconut Brazilian Lemonade,Coconut,0.25,Per oz,$0.29,$0.07
Coconut Brazilian Lemonade,,,,Cost Per Drink,$1.43
Cucumber Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Cucumber Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cucumber Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cucumber Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cucumber Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cucumber Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Cucumber Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Cucumber Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Cucumber Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Cucumber Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Cucumber Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Cucumber Brazilian Lemonade,Cucumber,0.25,Per oz,$0.30,$0.07
Cucumber Brazilian Lemonade,,,,Cost Per Drink,$1.43
Lavender Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Lavender Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Lavender Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Lavender Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Lavender Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Lavender Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Lavender Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Lavender Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Lavender Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Lavender Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Lavender Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Lavender Brazilian Lemonade,Lavender,0.25,Per oz,$0.29,$0.07
Lavender Brazilian Lemonade,,,,Cost Per Drink,$1.43
Peach Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Peach Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Peach Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Peach Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Peach Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Peach Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Peach Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Peach Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Peach Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Peach Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Peach Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Peach Brazilian Lemonade,Peach,0.25,Per oz,$0.29,$0.07
Peach Brazilian Lemonade,,,,Cost Per Drink,$1.43
Pineapple Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Pineapple Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Pineapple Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Pineapple Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Pineapple Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Pineapple Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Pineapple Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Pineapple Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Pineapple Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Pineapple Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Pineapple Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Pineapple Brazilian Lemonade,Pineapple,0.25,Per oz,$0.29,$0.07
Pineapple Brazilian Lemonade,,,,Cost Per Drink,$1.43
Raspberry Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Raspberry Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Raspberry Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Raspberry Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Raspberry Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Raspberry Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Raspberry Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Raspberry Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Raspberry Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Raspberry Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Raspberry Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Raspberry Brazilian Lemonade,Raspberry,0.25,Per oz,$0.29,$0.07
Raspberry Brazilian Lemonade,,,,Cost Per Drink,$1.43
Strawberry Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Strawberry Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Strawberry Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Strawberry Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Strawberry Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Strawberry Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Strawberry Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Strawberry Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Strawberry Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Strawberry Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Strawberry Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Strawberry Brazilian Lemonade,Strawberry,0.25,Per oz,$0.29,$0.07
Strawberry Brazilian Lemonade,,,,Cost Per Drink,$1.43
Watermelon Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Watermelon Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Watermelon Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Watermelon Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Watermelon Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Watermelon Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Watermelon Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Watermelon Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Watermelon Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Watermelon Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Watermelon Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Watermelon Brazilian Lemonade,Watermelon,0.25,Per oz,$0.29,$0.07
Watermelon Brazilian Lemonade,,,,Cost Per Drink,$1.43
French Vanilla Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
French Vanilla Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
French Vanilla Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
French Vanilla Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
French Vanilla Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
French Vanilla Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
French Vanilla Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
French Vanilla Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
French Vanilla Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
French Vanilla Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
French Vanilla Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
French Vanilla Brazilian Lemonade,French Vanilla,0.25,Per oz,$0.29,$0.07
French Vanilla Brazilian Lemonade,,,,Cost Per Drink,$1.43
Cherry Brazilian Lemonade,Straw,1,Per Cup,$0.01,$0.01
Cherry Brazilian Lemonade,Cup & Lid,1,Per Cup,$0.21,$0.21
Cherry Brazilian Lemonade,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cherry Brazilian Lemonade,Sticker Printer,1,Per Cup,$0.01,$0.01
Cherry Brazilian Lemonade,Sticker Menu,0,Per Cup,$0.05,$0.00
Cherry Brazilian Lemonade,Cup Labor,1,Per Cup,$0.06,$0.06
Cherry Brazilian Lemonade,Ice,1,per lb,$0.19,$0.19
Cherry Brazilian Lemonade,Water,2,per cup (8oz),$0.03,$0.06
Cherry Brazilian Lemonade,Lime,2,Per Cup,$0.22,$0.43
Cherry Brazilian Lemonade,Simple Syrup,2,Per Oz,$0.03,$0.07
Cherry Brazilian Lemonade,Sweetened Condensed Milk,2,Per Oz,$0.14,$0.28
Cherry Brazilian Lemonade,Cherry,0.25,Per oz,$0.29,$0.07
Cherry Brazilian Lemonade,,,,Cost Per Drink,$1.43
Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Arnold Palmer,Simple Syrup,3,Per Oz,$0.03,$0.10
Arnold Palmer,,,,Cost Per Drink,$1.08
Blue Raspberry Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Blue Raspberry Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Blue Raspberry Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Blue Raspberry Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Blue Raspberry Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Blue Raspberry Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Blue Raspberry Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Blue Raspberry Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Blue Raspberry Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Blue Raspberry Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Blue Raspberry Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Blue Raspberry Arnold Palmer,Blue Raspberry,0.75,Per Oz,$0.29,$0.22
Blue Raspberry Arnold Palmer,,,,Cost Per Drink,$1.27
Candied Orange Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Candied Orange Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Candied Orange Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Candied Orange Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Candied Orange Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Candied Orange Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Candied Orange Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Candied Orange Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Candied Orange Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Candied Orange Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Candied Orange Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Candied Orange Arnold Palmer,Candied Orange,0.75,Per Oz,$0.29,$0.22
Candied Orange Arnold Palmer,,,,Cost Per Drink,$1.27
Coconut Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Coconut Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Coconut Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Coconut Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Coconut Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Coconut Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Coconut Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Coconut Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Coconut Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Coconut Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Coconut Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Coconut Arnold Palmer,Coconut,0.75,Per Oz,$0.29,$0.22
Coconut Arnold Palmer,,,,Cost Per Drink,$1.27
Cucumber Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Cucumber Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Cucumber Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cucumber Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Cucumber Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Cucumber Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Cucumber Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Cucumber Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Cucumber Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Cucumber Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Cucumber Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Cucumber Arnold Palmer,Cucumber,0.75,Per Oz,$0.30,$0.22
Cucumber Arnold Palmer,,,,Cost Per Drink,$1.27
Lavender Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Lavender Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Lavender Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Lavender Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Lavender Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Lavender Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Lavender Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Lavender Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Lavender Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Lavender Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Lavender Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Lavender Arnold Palmer,Lavender,0.75,Per Oz,$0.29,$0.22
Lavender Arnold Palmer,,,,Cost Per Drink,$1.27
Peach Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Peach Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Peach Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Peach Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Peach Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Peach Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Peach Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Peach Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Peach Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Peach Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Peach Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Peach Arnold Palmer,Peach,0.75,Per Oz,$0.29,$0.22
Peach Arnold Palmer,,,,Cost Per Drink,$1.27
Pineapple Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Pineapple Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Pineapple Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Pineapple Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Pineapple Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Pineapple Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Pineapple Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Pineapple Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Pineapple Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Pineapple Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Pineapple Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Pineapple Arnold Palmer,Pineapple,0.75,Per Oz,$0.29,$0.22
Pineapple Arnold Palmer,,,,Cost Per Drink,$1.27
Raspberry Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Raspberry Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Raspberry Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Raspberry Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Raspberry Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Raspberry Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Raspberry Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Raspberry Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Raspberry Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Raspberry Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Raspberry Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Raspberry Arnold Palmer,Raspberry,0.75,Per Oz,$0.29,$0.22
Raspberry Arnold Palmer,,,,Cost Per Drink,$1.27
Strawberry Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Strawberry Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Strawberry Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Strawberry Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Strawberry Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Strawberry Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Strawberry Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Strawberry Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Strawberry Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Strawberry Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Strawberry Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Strawberry Arnold Palmer,Strawberry,0.75,Per Oz,$0.29,$0.22
Strawberry Arnold Palmer,,,,Cost Per Drink,$1.27
Watermelon Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Watermelon Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Watermelon Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Watermelon Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Watermelon Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Watermelon Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Watermelon Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Watermelon Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Watermelon Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Watermelon Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Watermelon Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Watermelon Arnold Palmer,Watermelon,0.75,Per Oz,$0.29,$0.22
Watermelon Arnold Palmer,,,,Cost Per Drink,$1.27
French Vanilla Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
French Vanilla Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
French Vanilla Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
French Vanilla Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
French Vanilla Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
French Vanilla Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
French Vanilla Arnold Palmer,Ice,1,per lb,$0.19,$0.19
French Vanilla Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
French Vanilla Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
French Vanilla Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
French Vanilla Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
French Vanilla Arnold Palmer,French Vanilla,0.75,Per Oz,$0.29,$0.22
French Vanilla Arnold Palmer,,,,Cost Per Drink,$1.27
Cherry Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Cherry Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Cherry Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Cherry Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Cherry Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Cherry Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Cherry Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Cherry Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Cherry Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Cherry Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Cherry Arnold Palmer,Simple Syrup,2,Per Oz,$0.03,$0.07
Cherry Arnold Palmer,Cherry,0.75,Per Oz,$0.29,$0.22
Cherry Arnold Palmer,,,,Cost Per Drink,$1.27
Sugar Free Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Sugar Free Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Sugar Free Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sugar Free Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Sugar Free Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Sugar Free Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Sugar Free Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Sugar Free Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Sugar Free Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Sugar Free Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Sugar Free Arnold Palmer,Sugar Free Simple Syrup,6,Per Oz,$0.13,$0.75
Sugar Free Arnold Palmer,,,,Cost Per Drink,$1.73
Sugar Free Coconut Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Sugar Free Coconut Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Sugar Free Coconut Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sugar Free Coconut Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Sugar Free Coconut Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Sugar Free Coconut Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Sugar Free Coconut Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Sugar Free Coconut Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Sugar Free Coconut Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Sugar Free Coconut Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Sugar Free Coconut Arnold Palmer,Sugar Free Simple Syrup,4,Per Oz,$0.13,$0.50
Sugar Free Coconut Arnold Palmer,Sugar Free Coconut,1,Per Oz,$0.29,$0.29
Sugar Free Coconut Arnold Palmer,,,,Cost Per Drink,$1.78
Sugar Free Peach Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Sugar Free Peach Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Sugar Free Peach Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sugar Free Peach Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Sugar Free Peach Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Sugar Free Peach Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Sugar Free Peach Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Sugar Free Peach Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Sugar Free Peach Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Sugar Free Peach Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Sugar Free Peach Arnold Palmer,Sugar Free Simple Syrup,4,Per Oz,$0.13,$0.50
Sugar Free Peach Arnold Palmer,Sugar Free Peach,1,Per Oz,$0.29,$0.29
Sugar Free Peach Arnold Palmer,,,,Cost Per Drink,$1.78
Sugar Free Raspberry Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Sugar Free Raspberry Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Sugar Free Raspberry Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sugar Free Raspberry Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Sugar Free Raspberry Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Sugar Free Raspberry Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Sugar Free Raspberry Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Sugar Free Raspberry Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Sugar Free Raspberry Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Sugar Free Raspberry Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Sugar Free Raspberry Arnold Palmer,Sugar Free Simple Syrup,4,Per Oz,$0.13,$0.50
Sugar Free Raspberry Arnold Palmer,Sugar Free Raspberry,1,Per Oz,$0.29,$0.29
Sugar Free Raspberry Arnold Palmer,,,,Cost Per Drink,$1.78
Sugar Free Strawberry Arnold Palmer,Straw,1,Per Cup,$0.01,$0.01
Sugar Free Strawberry Arnold Palmer,Cup & Lid,1,Per Cup,$0.21,$0.21
Sugar Free Strawberry Arnold Palmer,Sticker (Logo),1,Per Cup,$0.05,$0.05
Sugar Free Strawberry Arnold Palmer,Sticker Printer,1,Per Cup,$0.01,$0.01
Sugar Free Strawberry Arnold Palmer,Sticker Menu,0,Per Cup,$0.05,$0.00
Sugar Free Strawberry Arnold Palmer,Cup Labor,1,Per Cup,$0.06,$0.06
Sugar Free Strawberry Arnold Palmer,Ice,1,per lb,$0.19,$0.19
Sugar Free Strawberry Arnold Palmer,Water,2,per cup (8oz),$0.03,$0.06
Sugar Free Strawberry Arnold Palmer,Tea Concentrate,2,Per Cup,$0.06,$0.12
Sugar Free Strawberry Arnold Palmer,Lemon,1,Per Cup,$0.28,$0.28
Sugar Free Strawberry Arnold Palmer,Sugar Free Simple Syrup,4,Per Oz,$0.13,$0.50
Sugar Free Strawberry Arnold Palmer,Sugar Free Strawberry,1,Per Oz,$0.29,$0.29
Sugar Free Strawberry Arnold Palmer,,,,Cost Per Drink,$1.78
